koi,sig_tt_min,s_oc_min,pval,source
2477.01,19.68,11.19,-0.0,Holczer+2016_J/ApJS/225/9_table4
2479.01,38.55,53.67,-0.2,Holczer+2016_J/ApJS/225/9_table4
2481.01,48.94,157.14,-8.4,Holczer+2016_J/ApJS/225/9_table4
2482.01,22.59,37.05,-0.7,Holczer+2016_J/ApJS/225/9_table4
2484.01,18.56,25.42,-0.2,Holczer+2016_J/ApJS/225/9_table4
2487.01,29.17,41.06,-0.2,Holczer+2016_J/ApJS/225/9_table4
2494.01,37.15,49.33,-0.1,Holczer+2016_J/ApJS/225/9_table4
2497.01,17.06,10.61,-0.0,Holczer+2016_J/ApJS/225/9_table4
2503.01,32.90,31.08,-0.0,Holczer+2016_J/ApJS/225/9_table4
2504.01,23.77,38.22,-0.7,Holczer+2016_J/ApJS/225/9_table4
2512.01,24.61,14.03,-0.0,Holczer+2016_J/ApJS/225/9_table4
2513.01,15.59,15.23,-0.0,Holczer+2016_J/ApJS/225/9_table4
2521.01,20.87,19.23,-0.0,Holczer+2016_J/ApJS/225/9_table4
2523.01,35.51,35.09,-0.0,Holczer+2016_J/ApJS/225/9_table4
2524.01,36.42,25.99,-0.0,Holczer+2016_J/ApJS/225/9_table4
2525.01,22.72,39.79,-0.9,Holczer+2016_J/ApJS/225/9_table4
2528.01,17.42,13.52,-0.0,Holczer+2016_J/ApJS/225/9_table4
2529.01,25.59,29.45,-0.0,Holczer+2016_J/ApJS/225/9_table4
2529.02,17.61,16.88,-0.0,Holczer+2016_J/ApJS/225/9_table4
2530.01,31.48,27.44,-0.0,Holczer+2016_J/ApJS/225/9_table4
2531.01,21.04,27.80,-0.1,Holczer+2016_J/ApJS/225/9_table4
2533.01,72.42,160.51,-11.3,Holczer+2016_J/ApJS/225/9_table4
2535.01,23.28,31.67,-0.2,Holczer+2016_J/ApJS/225/9_table4
2536.01,26.68,32.48,-0.1,Holczer+2016_J/ApJS/225/9_table4
2538.01,28.23,18.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
2541.02,54.00,107.82,-2.6,Holczer+2016_J/ApJS/225/9_table4
2544.01,25.66,22.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
2553.01,24.30,26.38,-0.0,Holczer+2016_J/ApJS/225/9_table4
2555.01,39.09,35.66,-0.0,Holczer+2016_J/ApJS/225/9_table4
2556.01,27.75,28.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
2560.01,49.76,40.72,-0.0,Holczer+2016_J/ApJS/225/9_table4
2563.01,44.03,62.48,-0.2,Holczer+2016_J/ApJS/225/9_table4
2564.01,30.08,14.89,-0.0,Holczer+2016_J/ApJS/225/9_table4
2573.01,8.47,8.05,0.0,Holczer+2016_J/ApJS/225/9_table4
2577.01,16.66,82.64,-16.,Holczer+2016_J/ApJS/225/9_table4
2578.01,16.19,12.24,-0.0,Holczer+2016_J/ApJS/225/9_table4
2582.01,23.78,27.53,-0.0,Holczer+2016_J/ApJS/225/9_table4
2590.02,35.40,113.04,-16.,Holczer+2016_J/ApJS/225/9_table4
2592.01,25.53,34.84,-0.3,Holczer+2016_J/ApJS/225/9_table4
2593.01,44.45,44.92,-0.0,Holczer+2016_J/ApJS/225/9_table4
2594.01,54.11,74.13,-0.2,Holczer+2016_J/ApJS/225/9_table4
2598.01,31.82,29.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
2601.01,75.94,34.26,0.0,Holczer+2016_J/ApJS/225/9_table4
2603.01,41.83,50.73,-0.1,Holczer+2016_J/ApJS/225/9_table4
2613.01,19.47,39.42,-2.0,Holczer+2016_J/ApJS/225/9_table4
2620.01,33.47,38.38,-0.0,Holczer+2016_J/ApJS/225/9_table4
2624.01,11.50,9.83,-0.0,Holczer+2016_J/ApJS/225/9_table4
2626.01,29.61,16.24,-0.0,Holczer+2016_J/ApJS/225/9_table4
2631.01,26.11,51.58,-2.0,Holczer+2016_J/ApJS/225/9_table4
2632.01,43.56,87.61,-5.2,Holczer+2016_J/ApJS/225/9_table4
2634.01,37.17,29.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
2635.01,48.17,86.42,-1.5,Holczer+2016_J/ApJS/225/9_table4
2640.01,54.95,275.17,-16.,Holczer+2016_J/ApJS/225/9_table4
2650.01,44.62,29.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
2652.01,42.47,47.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
2660.01,31.85,27.08,-0.0,Holczer+2016_J/ApJS/225/9_table4
2664.01,24.51,27.44,-0.0,Holczer+2016_J/ApJS/225/9_table4
2666.01,37.55,97.25,-4.0,Holczer+2016_J/ApJS/225/9_table4
2672.01,0.82,30.97,-16.,Holczer+2016_J/ApJS/225/9_table4
2672.02,1.80,28.55,-16.,Holczer+2016_J/ApJS/225/9_table4
2674.01,2.87,1.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
2675.01,4.25,5.04,-0.0,Holczer+2016_J/ApJS/225/9_table4
2678.01,3.64,3.72,0.0,Holczer+2016_J/ApJS/225/9_table4
2679.01,0.95,3.72,-12.2,Holczer+2016_J/ApJS/225/9_table4
2680.01,3.24,3.62,-0.0,Holczer+2016_J/ApJS/225/9_table4
2681.01,4.29,4.55,-0.1,Holczer+2016_J/ApJS/225/9_table4
2682.01,5.59,5.17,-0.0,Holczer+2016_J/ApJS/225/9_table4
2683.01,6.84,5.68,-0.0,Holczer+2016_J/ApJS/225/9_table4
2686.01,3.60,24.67,-16.,Holczer+2016_J/ApJS/225/9_table4
2687.01,19.61,16.88,0.0,Holczer+2016_J/ApJS/225/9_table4
2687.02,11.29,10.45,-0.0,Holczer+2016_J/ApJS/225/9_table4
2688.01,4.38,4.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
2690.01,8.51,5.83,0.0,Holczer+2016_J/ApJS/225/9_table4
2691.01,5.31,52.39,-16.,Holczer+2016_J/ApJS/225/9_table4
2693.01,21.56,16.07,0.0,Holczer+2016_J/ApJS/225/9_table4
2693.02,25.80,16.57,-0.0,Holczer+2016_J/ApJS/225/9_table4
2693.03,22.80,18.90,-0.0,Holczer+2016_J/ApJS/225/9_table4
2694.02,20.42,22.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
2696.01,4.67,8.11,-0.7,Holczer+2016_J/ApJS/225/9_table4
2696.02,10.85,14.12,-0.1,Holczer+2016_J/ApJS/225/9_table4
2698.01,12.78,11.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
2704.01,8.91,5.82,0.0,Holczer+2016_J/ApJS/225/9_table4
2705.01,8.55,7.36,0.0,Holczer+2016_J/ApJS/225/9_table4
2706.01,19.52,29.88,-0.7,Holczer+2016_J/ApJS/225/9_table4
2707.01,12.32,11.38,-0.0,Holczer+2016_J/ApJS/225/9_table4
2707.03,16.91,12.53,-0.0,Holczer+2016_J/ApJS/225/9_table4
2711.01,21.80,14.36,0.0,Holczer+2016_J/ApJS/225/9_table4
2711.02,22.64,26.71,-0.0,Holczer+2016_J/ApJS/225/9_table4
2712.01,17.33,26.31,-0.5,Holczer+2016_J/ApJS/225/9_table4
2714.01,32.41,32.84,-0.0,Holczer+2016_J/ApJS/225/9_table4
2714.02,34.03,64.30,-1.5,Holczer+2016_J/ApJS/225/9_table4
2715.01,5.89,6.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
2715.02,19.26,15.77,0.0,Holczer+2016_J/ApJS/225/9_table4
2715.03,22.58,20.71,-0.0,Holczer+2016_J/ApJS/225/9_table4
2717.01,18.54,15.56,0.0,Holczer+2016_J/ApJS/225/9_table4
2720.01,30.63,43.60,-0.1,Holczer+2016_J/ApJS/225/9_table4
2721.01,16.99,25.13,-0.3,Holczer+2016_J/ApJS/225/9_table4
2722.01,26.90,28.83,-0.0,Holczer+2016_J/ApJS/225/9_table4
2722.02,24.55,27.40,-0.0,Holczer+2016_J/ApJS/225/9_table4
2722.04,34.43,26.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
2728.01,7.23,15.63,-2.6,Holczer+2016_J/ApJS/225/9_table4
2729.01,28.01,26.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
2732.01,44.18,45.55,-0.0,Holczer+2016_J/ApJS/225/9_table4
2732.02,44.97,52.99,-0.0,Holczer+2016_J/ApJS/225/9_table4
2732.03,23.28,10.04,-0.0,Holczer+2016_J/ApJS/225/9_table4
2732.04,101.11,76.24,-0.0,Holczer+2016_J/ApJS/225/9_table4
2733.01,27.62,23.96,-0.0,Holczer+2016_J/ApJS/225/9_table4
2736.01,22.42,21.19,-0.0,Holczer+2016_J/ApJS/225/9_table4
2739.01,29.25,32.53,-0.0,Holczer+2016_J/ApJS/225/9_table4
2743.01,18.49,21.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
2744.01,11.20,10.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
2745.01,22.05,25.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
2748.01,39.44,20.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
2750.01,15.64,14.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
2751.01,16.39,13.59,-0.0,Holczer+2016_J/ApJS/225/9_table4
2757.01,8.89,5.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
2760.01,18.99,13.24,-0.0,Holczer+2016_J/ApJS/225/9_table4
2762.01,11.96,18.42,-0.4,Holczer+2016_J/ApJS/225/9_table4
2770.01,18.01,6.50,-0.0,Holczer+2016_J/ApJS/225/9_table4
2775.01,15.67,15.66,-0.0,Holczer+2016_J/ApJS/225/9_table4
2779.01,36.39,18.94,-0.0,Holczer+2016_J/ApJS/225/9_table4
2785.01,20.81,14.92,-0.0,Holczer+2016_J/ApJS/225/9_table4
2786.01,24.84,20.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
2790.01,28.63,30.09,-0.0,Holczer+2016_J/ApJS/225/9_table4
2791.01,30.64,34.23,-0.0,Holczer+2016_J/ApJS/225/9_table4
2793.01,11.18,12.62,-0.0,Holczer+2016_J/ApJS/225/9_table4
2795.01,53.56,30.41,0.0,Holczer+2016_J/ApJS/225/9_table4
2806.01,30.37,20.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
2812.01,21.67,13.85,-0.0,Holczer+2016_J/ApJS/225/9_table4
2821.01,15.09,7.71,-0.0,Holczer+2016_J/ApJS/225/9_table4
2828.01,20.76,20.17,-0.0,Holczer+2016_J/ApJS/225/9_table4
2829.01,16.61,12.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
2830.01,25.49,35.25,-0.2,Holczer+2016_J/ApJS/225/9_table4
2834.01,14.89,17.18,-0.1,Holczer+2016_J/ApJS/225/9_table4
2837.01,34.20,83.02,-11.7,Holczer+2016_J/ApJS/225/9_table4
2842.01,10.42,8.22,0.0,Holczer+2016_J/ApJS/225/9_table4
2842.02,12.96,7.15,-0.0,Holczer+2016_J/ApJS/225/9_table4
2842.03,14.63,9.86,-0.0,Holczer+2016_J/ApJS/225/9_table4
2848.01,34.92,68.16,-3.7,Holczer+2016_J/ApJS/225/9_table4
2856.01,28.30,17.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
2857.01,27.18,20.36,-0.0,Holczer+2016_J/ApJS/225/9_table4
2860.01,19.30,34.61,-0.8,Holczer+2016_J/ApJS/225/9_table4
2862.01,22.25,20.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
2868.01,32.46,28.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
2882.01,17.70,32.98,-1.0,Holczer+2016_J/ApJS/225/9_table4
2883.01,24.88,16.84,-0.0,Holczer+2016_J/ApJS/225/9_table4
2898.01,29.81,18.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
2900.01,17.33,18.51,-0.0,Holczer+2016_J/ApJS/225/9_table4
2904.01,35.65,39.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
2910.01,23.12,18.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
2914.01,45.76,42.42,-0.0,Holczer+2016_J/ApJS/225/9_table4
2926.01,16.10,11.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
2926.02,20.50,11.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
2927.01,29.95,38.60,-0.1,Holczer+2016_J/ApJS/225/9_table4
2931.01,18.43,23.62,-0.1,Holczer+2016_J/ApJS/225/9_table4
2933.01,8.58,10.29,-0.1,Holczer+2016_J/ApJS/225/9_table4
2935.01,37.50,57.02,-0.4,Holczer+2016_J/ApJS/225/9_table4
2942.01,36.59,32.42,-0.0,Holczer+2016_J/ApJS/225/9_table4
2942.02,36.69,29.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
2943.01,27.08,11.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
2945.01,21.49,30.24,-0.2,Holczer+2016_J/ApJS/225/9_table4
2946.01,32.18,40.24,-0.0,Holczer+2016_J/ApJS/225/9_table4
2958.01,24.16,29.96,-0.1,Holczer+2016_J/ApJS/225/9_table4
2959.01,26.74,42.55,-0.6,Holczer+2016_J/ApJS/225/9_table4
2963.01,37.82,32.52,-0.0,Holczer+2016_J/ApJS/225/9_table4
2964.01,43.85,68.10,-0.5,Holczer+2016_J/ApJS/225/9_table4
2967.01,27.34,24.47,-0.0,Holczer+2016_J/ApJS/225/9_table4
2972.02,33.08,43.87,-0.2,Holczer+2016_J/ApJS/225/9_table4
2975.01,18.53,17.34,-0.0,Holczer+2016_J/ApJS/225/9_table4
2976.01,20.46,20.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
2992.01,15.85,12.91,-0.0,Holczer+2016_J/ApJS/225/9_table4
2996.01,46.31,21.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
2998.01,20.87,15.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
3004.01,37.54,32.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
3010.01,22.92,31.24,-0.2,Holczer+2016_J/ApJS/225/9_table4
3014.01,18.44,14.26,-0.0,Holczer+2016_J/ApJS/225/9_table4
3034.01,14.46,18.29,-0.1,Holczer+2016_J/ApJS/225/9_table4
3045.01,26.65,36.02,-0.2,Holczer+2016_J/ApJS/225/9_table4
3049.01,28.93,22.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
3053.01,37.05,31.71,-0.0,Holczer+2016_J/ApJS/225/9_table4
3057.01,19.62,34.09,-1.1,Holczer+2016_J/ApJS/225/9_table4
3061.02,32.45,78.46,-3.0,Holczer+2016_J/ApJS/225/9_table4
3066.01,37.01,38.86,-0.0,Holczer+2016_J/ApJS/225/9_table4
3069.01,39.83,32.55,-0.0,Holczer+2016_J/ApJS/225/9_table4
3072.01,25.03,51.59,-3.0,Holczer+2016_J/ApJS/225/9_table4
3093.01,41.04,55.13,-0.1,Holczer+2016_J/ApJS/225/9_table4
3109.01,34.03,47.19,-0.1,Holczer+2016_J/ApJS/225/9_table4
3144.01,22.27,14.45,-0.0,Holczer+2016_J/ApJS/225/9_table4
3146.01,37.38,54.12,-0.3,Holczer+2016_J/ApJS/225/9_table4
3147.01,39.58,69.17,-1.0,Holczer+2016_J/ApJS/225/9_table4
3158.01,29.62,21.63,0.0,Holczer+2016_J/ApJS/225/9_table4
3158.02,16.26,11.16,0.0,Holczer+2016_J/ApJS/225/9_table4
3158.03,13.95,11.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
3158.04,13.02,12.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
3158.05,7.73,6.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
3161.01,2.00,2.58,-0.0,Holczer+2016_J/ApJS/225/9_table4
3168.01,32.51,43.39,-0.2,Holczer+2016_J/ApJS/225/9_table4
3202.01,29.63,44.84,-0.4,Holczer+2016_J/ApJS/225/9_table4
3203.01,17.90,19.24,-0.1,Holczer+2016_J/ApJS/225/9_table4
3209.01,20.11,51.74,-14.7,Holczer+2016_J/ApJS/225/9_table4
3214.01,48.90,94.04,-3.6,Holczer+2016_J/ApJS/225/9_table4
3220.01,4.56,8.49,-1.1,Holczer+2016_J/ApJS/225/9_table4
3232.01,17.21,11.58,0.0,Holczer+2016_J/ApJS/225/9_table4
3237.01,8.53,10.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
3246.01,20.57,14.75,0.0,Holczer+2016_J/ApJS/225/9_table4
3255.01,15.11,13.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
3258.01,37.11,32.85,-0.0,Holczer+2016_J/ApJS/225/9_table4
3259.01,16.99,10.12,-0.0,Holczer+2016_J/ApJS/225/9_table4
3260.01,14.26,10.49,-0.0,Holczer+2016_J/ApJS/225/9_table4
3261.01,29.51,39.18,-0.1,Holczer+2016_J/ApJS/225/9_table4
3263.01,1.14,0.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
3266.01,28.17,20.70,-0.0,Holczer+2016_J/ApJS/225/9_table4
3274.01,17.80,17.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
3277.01,24.86,9.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
3278.01,7.94,7.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
3279.01,27.23,31.60,-0.0,Holczer+2016_J/ApJS/225/9_table4
3280.01,17.64,15.08,-0.0,Holczer+2016_J/ApJS/225/9_table4
3281.01,23.48,23.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
3282.01,18.27,14.17,-0.0,Holczer+2016_J/ApJS/225/9_table4
3284.01,23.86,43.81,-1.5,Holczer+2016_J/ApJS/225/9_table4
3287.01,17.80,16.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
3288.01,11.66,10.82,-0.0,Holczer+2016_J/ApJS/225/9_table4
3296.01,28.01,26.55,-0.0,Holczer+2016_J/ApJS/225/9_table4
3298.01,16.02,11.13,-0.0,Holczer+2016_J/ApJS/225/9_table4
3303.01,20.54,39.95,-2.3,Holczer+2016_J/ApJS/225/9_table4
3305.01,17.59,16.15,-0.0,Holczer+2016_J/ApJS/225/9_table4
3308.01,25.38,40.64,-0.6,Holczer+2016_J/ApJS/225/9_table4
3309.01,1.82,2.52,-0.2,Holczer+2016_J/ApJS/225/9_table4
3310.01,32.46,48.95,-0.4,Holczer+2016_J/ApJS/225/9_table4
3311.01,14.70,15.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
3313.01,14.16,14.23,-0.0,Holczer+2016_J/ApJS/225/9_table4
3315.01,26.50,26.44,-0.0,Holczer+2016_J/ApJS/225/9_table4
3316.01,10.35,12.29,-0.0,Holczer+2016_J/ApJS/225/9_table4
3318.02,23.32,15.42,-0.0,Holczer+2016_J/ApJS/225/9_table4
3319.01,31.24,34.74,-0.0,Holczer+2016_J/ApJS/225/9_table4
3319.02,37.04,44.93,-0.0,Holczer+2016_J/ApJS/225/9_table4
3320.01,0.59,0.69,-0.1,Holczer+2016_J/ApJS/225/9_table4
3324.01,23.66,17.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
3335.01,31.49,23.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
3339.01,19.08,18.25,-0.0,Holczer+2016_J/ApJS/225/9_table4
3341.01,46.19,49.00,-0.0,Holczer+2016_J/ApJS/225/9_table4
3343.01,16.99,6.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
3345.01,25.01,93.71,-16.,Holczer+2016_J/ApJS/225/9_table4
3346.01,30.57,41.06,-0.1,Holczer+2016_J/ApJS/225/9_table4
3348.01,28.32,28.28,-0.0,Holczer+2016_J/ApJS/225/9_table4
3349.01,29.28,24.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
3357.01,0.30,0.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
3361.01,32.18,32.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
3363.01,15.71,19.60,-0.0,Holczer+2016_J/ApJS/225/9_table4
3365.01,22.67,14.58,-0.0,Holczer+2016_J/ApJS/225/9_table4
3370.01,27.31,15.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
3371.01,16.68,19.45,-0.1,Holczer+2016_J/ApJS/225/9_table4
3372.01,27.66,48.14,-0.9,Holczer+2016_J/ApJS/225/9_table4
3375.01,19.89,29.01,-0.3,Holczer+2016_J/ApJS/225/9_table4
3379.01,34.85,37.43,-0.0,Holczer+2016_J/ApJS/225/9_table4
3383.01,26.79,36.35,-0.2,Holczer+2016_J/ApJS/225/9_table4
3384.02,28.10,38.95,-0.1,Holczer+2016_J/ApJS/225/9_table4
3385.01,0.32,0.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
3386.01,0.21,0.37,-1.1,Holczer+2016_J/ApJS/225/9_table4
3391.01,22.07,34.36,-0.5,Holczer+2016_J/ApJS/225/9_table4
3393.01,33.37,14.62,-0.0,Holczer+2016_J/ApJS/225/9_table4
3396.01,46.78,62.24,-0.1,Holczer+2016_J/ApJS/225/9_table4
3398.02,22.36,63.83,-9.6,Holczer+2016_J/ApJS/225/9_table4
3403.01,31.69,21.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
3404.01,42.40,39.61,-0.0,Holczer+2016_J/ApJS/225/9_table4
3407.01,16.36,15.74,-0.0,Holczer+2016_J/ApJS/225/9_table4
3408.01,27.37,41.62,-0.4,Holczer+2016_J/ApJS/225/9_table4
3411.01,0.84,1.26,-0.3,Holczer+2016_J/ApJS/225/9_table4
3412.01,17.60,17.19,-0.0,Holczer+2016_J/ApJS/225/9_table4
3414.01,0.16,0.34,-2.2,Holczer+2016_J/ApJS/225/9_table4
3415.01,37.00,73.21,-3.2,Holczer+2016_J/ApJS/225/9_table4
3417.01,27.72,37.55,-0.2,Holczer+2016_J/ApJS/225/9_table4
3418.01,43.11,47.04,-0.1,Holczer+2016_J/ApJS/225/9_table4
3419.01,0.06,0.25,-16.,Holczer+2016_J/ApJS/225/9_table4
3421.01,63.11,77.59,-0.1,Holczer+2016_J/ApJS/225/9_table4
3423.01,13.91,12.44,-0.0,Holczer+2016_J/ApJS/225/9_table4
3425.01,38.76,47.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
3426.01,42.93,39.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
3428.01,46.68,39.04,-0.0,Holczer+2016_J/ApJS/225/9_table4
3432.01,43.12,59.35,-0.2,Holczer+2016_J/ApJS/225/9_table4
3433.01,4.12,3.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
3436.01,28.52,16.97,-0.0,Holczer+2016_J/ApJS/225/9_table4
3439.01,22.37,21.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
3440.01,76.02,63.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
3443.01,23.75,24.55,-0.0,Holczer+2016_J/ApJS/225/9_table4
3444.02,1.96,1.70,-0.0,Holczer+2016_J/ApJS/225/9_table4
3445.01,32.22,45.21,-0.2,Holczer+2016_J/ApJS/225/9_table4
3447.01,37.73,68.11,-1.3,Holczer+2016_J/ApJS/225/9_table4
3448.01,42.24,33.61,-0.0,Holczer+2016_J/ApJS/225/9_table4
3449.01,0.34,0.46,-0.2,Holczer+2016_J/ApJS/225/9_table4
3451.01,25.22,38.49,-0.4,Holczer+2016_J/ApJS/225/9_table4
3456.01,23.49,18.72,-0.0,Holczer+2016_J/ApJS/225/9_table4
3460.01,48.53,27.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
3465.01,41.72,41.89,-0.0,Holczer+2016_J/ApJS/225/9_table4
3470.02,45.45,40.36,-0.0,Holczer+2016_J/ApJS/225/9_table4
3473.01,8.31,7.01,-0.0,Holczer+2016_J/ApJS/225/9_table4
3474.01,40.49,25.92,-0.0,Holczer+2016_J/ApJS/225/9_table4
3478.01,26.63,48.05,-1.3,Holczer+2016_J/ApJS/225/9_table4
3481.01,72.16,170.95,-4.8,Holczer+2016_J/ApJS/225/9_table4
3483.01,39.43,30.84,-0.0,Holczer+2016_J/ApJS/225/9_table4
3484.01,21.10,34.79,-0.6,Holczer+2016_J/ApJS/225/9_table4
3486.01,79.56,124.68,-0.6,Holczer+2016_J/ApJS/225/9_table4
3487.01,0.07,0.08,-0.1,Holczer+2016_J/ApJS/225/9_table4
3493.01,37.74,34.19,-0.0,Holczer+2016_J/ApJS/225/9_table4
3494.01,17.02,13.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
3496.01,24.60,85.63,-16.,Holczer+2016_J/ApJS/225/9_table4
3497.01,13.10,10.27,-0.0,Holczer+2016_J/ApJS/225/9_table4
3500.01,18.22,18.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
3506.01,0.20,0.54,-16.,Holczer+2016_J/ApJS/225/9_table4
3509.01,32.40,71.86,-16.,Holczer+2016_J/ApJS/225/9_table4
3573.01,0.09,0.18,-1.6,Holczer+2016_J/ApJS/225/9_table4
3605.01,0.22,0.50,-1.7,Holczer+2016_J/ApJS/225/9_table4
3620.01,0.28,0.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
3627.02,0.79,0.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
3641.01,0.21,0.39,-0.9,Holczer+2016_J/ApJS/225/9_table4
3652.01,0.38,0.82,-4.3,Holczer+2016_J/ApJS/225/9_table4
3660.01,0.35,0.45,-0.2,Holczer+2016_J/ApJS/225/9_table4
3674.01,0.59,1.01,-0.7,Holczer+2016_J/ApJS/225/9_table4
3678.01,0.60,6.54,-16.,Holczer+2016_J/ApJS/225/9_table4
3681.01,0.46,0.19,-0.0,Holczer+2016_J/ApJS/225/9_table4
3681.02,25.77,44.43,-1.8,Holczer+2016_J/ApJS/225/9_table4
3683.01,0.64,4.57,-16.,Holczer+2016_J/ApJS/225/9_table4
3685.01,0.43,0.40,-0.0,Holczer+2016_J/ApJS/225/9_table4
3685.02,31.68,36.42,-0.0,Holczer+2016_J/ApJS/225/9_table4
3689.01,0.56,0.66,-0.1,Holczer+2016_J/ApJS/225/9_table4
3690.01,0.91,0.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
3692.01,1.66,5.15,-16.,Holczer+2016_J/ApJS/225/9_table4
3709.01,1.02,0.90,-0.0,Holczer+2016_J/ApJS/225/9_table4
3720.01,0.46,1.16,-2.3,Holczer+2016_J/ApJS/225/9_table4
3721.01,1.02,0.82,-0.0,Holczer+2016_J/ApJS/225/9_table4
3726.01,0.39,0.27,-0.0,Holczer+2016_J/ApJS/225/9_table4
3728.01,1.31,2.05,-1.0,Holczer+2016_J/ApJS/225/9_table4
3749.01,0.62,0.73,-0.1,Holczer+2016_J/ApJS/225/9_table4
3767.01,2.12,2.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
3770.01,1.56,1.85,-0.0,Holczer+2016_J/ApJS/225/9_table4
3771.01,2.05,3.02,-0.3,Holczer+2016_J/ApJS/225/9_table4
3781.01,0.79,6.42,-16.,Holczer+2016_J/ApJS/225/9_table4
3787.01,0.79,1.34,-0.6,Holczer+2016_J/ApJS/225/9_table4
3794.01,4.33,6.11,-0.0,Holczer+2016_J/ApJS/225/9_table4
3815.01,3.74,3.58,-0.0,Holczer+2016_J/ApJS/225/9_table4
3823.01,2.71,2.92,-0.1,Holczer+2016_J/ApJS/225/9_table4
3835.01,3.29,2.71,-0.0,Holczer+2016_J/ApJS/225/9_table4
3837.01,2.52,2.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
3848.01,23.08,19.62,0.0,Holczer+2016_J/ApJS/225/9_table4
3853.01,3.72,8.69,-4.5,Holczer+2016_J/ApJS/225/9_table4
3864.01,25.53,16.41,0.0,Holczer+2016_J/ApJS/225/9_table4
3864.02,23.82,23.38,-0.0,Holczer+2016_J/ApJS/225/9_table4
3871.01,9.07,5.45,0.0,Holczer+2016_J/ApJS/225/9_table4
3876.01,7.22,6.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
3886.01,15.72,92.39,-16.,Holczer+2016_J/ApJS/225/9_table4
